rank,score,deferred,chapel,requirements,electives,credits,free_days,early1,lunch_fail,late,runs,holes
4579,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,BIZ1101-09-00 SED2104-01-00,18.0,월금,1,0,3,,2+1+1+2
4580,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,BIZ1101-09-00 SED2104-01-00,18.0,월금,1,0,3,,2+1+1+2
4581,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,BIZ1101-09-00 SED2104-01-00,18.0,월금,1,0,3,,2+1+1+2
4582,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,BIZ1101-09-00 SED2104-01-00,18.0,월금,1,0,3,,2+1+1+2
4583,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,BIZ1101-09-00 SED2104-01-00,18.0,월금,1,0,3,,2+1+1+2
4584,5.69,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,CTM1002-02-00 STA1002-04-00,18.0,월금,1,1,2,6,1+1+2
4585,5.69,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1805-01-00,CTM1002-02-00 STA1002-04-00,18.0,월금,1,1,2,6,1+1+2
4586,5.69,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,CTM1002-02-00 STA1002-04-00,18.0,월금,1,1,2,6,1+1+2
4587,5.69,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-13-00 UIC1806-01-00,CTM1002-02-00 STA1002-04-00,18.0,월금,1,1,2,6,1+1+2
4588,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,YCG1804-01-00 UCD1101-01-00,18.0,월수금,1,0,2,,2+1+2+1
4589,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,YCG1804-01-00 UCD1101-01-00,18.0,월수금,1,0,2,,2+1+2+1
4590,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,YCG1804-01-00 UCD1101-01-00,18.0,월수금,1,0,2,,2+1+2+1
4591,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,YCG1804-01-00 UCD1101-01-00,18.0,월수금,1,0,2,,2+1+2+1
4592,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,YCG1804-01-00 UCD1101-01-00,18.0,월수금,1,0,2,,2+1+2+1
4593,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,YCG1804-01-00 UCD1101-01-00,18.0,월수금,1,0,2,,2+1+2+1
4594,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,YCG1804-01-00 UCD1101-01-00,18.0,월수금,1,0,2,,2+1+2+1
4595,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,YCG1804-01-00 UCD1101-01-00,18.0,월수금,1,0,2,,2+1+2+1
4596,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,YCG1804-01-00 UCD1101-01-00,18.0,월수금,1,0,2,,2+1+2+1
4597,5.69,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,YCG1804-01-00 UCD1101-01-00,18.0,월수금,1,0,2,,2+1+2+1
4598,5.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4599,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+1+1+2+2
4600,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4601,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+1+1+2+2
4602,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4603,5.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4604,5.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4605,5.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4606,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4607,5.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+1+2+1
4608,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+1+1+2+2
4609,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+1+1+2+2
4610,5.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+1+2+1
4611,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+1+1+2+2
4612,5.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4613,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4614,5.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4615,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+1+1+2+2
4616,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+1+1+2+2
4617,5.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4618,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4619,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4620,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4621,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+1+1+2+2
4622,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+1+1+2+2
4623,5.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4624,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4625,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4626,5.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4627,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4628,5.674,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+2+2+1+1
4629,5.674,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,1+1+1+2+2
4630,5.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1805-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,5,2+2+2
4631,5.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-01-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,5,2+2+2
4632,5.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1805-01-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,5,2+2+2
4633,5.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-01-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,5,2+2+2
4634,5.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-04-00 UIC2151-14-00 UIC1805-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,5,2+2+2
4635,5.64,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1805-01-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,5,2+2+2
4636,5.62,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,AST1003-01-00 BIZ1101-09-00,18.0,월금,1,0,1,5+4,1+1
4637,5.619,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,1,0,2,4,2+1+2
4638,5.619,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,1,0,2,4,2+1+2
4639,5.619,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,1,0,2,4,2+1+2
4640,5.619,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,1,0,2,4,2+1+2
4641,5.619,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,1,0,2,4,2+1+2
4642,5.619,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,1,0,2,4,2+1+2
4643,5.619,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,1,0,2,4,2+1+2
4644,5.619,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,1,0,2,4,2+1+2
4645,5.619,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,1,0,2,4,2+1+2
4646,5.619,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,YCH1202-01-00 YCK1998-03-00,18.0,월금,1,0,2,4,2+1+2
4647,5.615,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,STA1002-04-00 BIZ1101-09-00,18.0,월금,0,0,1,6+4,2+1
4648,5.615,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,STA1002-04-00 BIZ1101-09-00,18.0,월금,0,0,1,6+4,2+1
4649,5.615,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,STA1002-04-00 BIZ1101-09-00,18.0,월금,0,0,1,6+4,2+1
4650,5.615,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,STA1002-04-00 BIZ1101-09-00,18.0,월금,0,0,1,6+4,2+1
4651,5.605,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,UCD1101-01-00 STA2102-05-00,18.0,월금,1,0,2,4,2+1+2
4652,5.605,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,UCD1101-01-00 STA2102-05-00,18.0,월금,1,0,2,4,2+1+2
4653,5.605,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,UCD1101-01-00 STA2102-05-00,18.0,월금,1,0,2,4,2+1+2
4654,5.605,MR,-,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,UCB1105-02-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+2
4655,5.605,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,YCI1998-02-00 BIZ1101-09-00,18.0,월금,1,0,1,,2+1
4656,5.605,MR,-,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-02-00,YCI1998-02-00 BIZ1101-09-00,18.0,월금,1,0,1,,2+1
4657,5.605,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,UCD1101-01-00 STA2102-05-00,18.0,월금,1,0,2,4,2+1+2
4658,5.605,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,UCD1101-01-00 STA2102-05-00,18.0,월금,1,0,2,4,2+1+2
4659,5.605,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,UCD1101-01-00 STA2102-05-00,18.0,월금,1,0,2,4,2+1+2
4660,5.605,MR,-,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,UCB1105-02-00 BIZ1101-09-00,18.0,월금,1,0,1,,1+2
4661,5.605,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,UCD1101-01-00 STA2102-05-00,18.0,월금,1,0,2,4,2+1+2
4662,5.605,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,UCD1101-01-00 STA2102-05-00,18.0,월금,1,0,2,4,2+1+2
4663,5.605,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,UCD1101-01-00 STA2102-05-00,18.0,월금,1,0,2,4,2+1+2
4664,5.605,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,UCD1101-01-00 STA2102-05-00,18.0,월금,1,0,2,4,2+1+2
4665,5.599,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,ECO1101-06-00 CTM1001-02-00,18.0,월금,0,1,3,4+6,1+1+2
4666,5.599,MR,YCA1006-01-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,ECO1101-06-00 CTM1001-02-00,18.0,월금,0,1,3,4+6,1+1+2
4667,5.599,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 CTM1001-02-00,18.0,월금,0,1,3,4+6,1+1+2
4668,5.599,MR,YCA1006-01-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 CTM1001-02-00,18.0,월금,0,1,3,4+6,1+1+2
4669,5.59,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1805-01-00,UCB1105-02-00 YCE1253-01-00,18.0,월금,1,1,2,8,1+1
4670,5.59,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1805-01-00,YCH1605-01-00 STA1002-04-00,18.0,월금,1,1,2,5,1+2+2+1
4671,5.59,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1805-01-00,YCH1605-01-00 STA1002-04-00,18.0,월금,1,1,2,5,1+2+2+1
4672,5.59,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1806-01-00,UCB1105-02-00 YCE1253-01-00,18.0,월금,1,1,2,8,1+1
4673,5.59,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1805-01-00,YCH1605-01-00 STA1002-04-00,18.0,월금,1,1,2,5,1+2+2+1
4674,5.59,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1805-01-00,UCB1105-02-00 YCE1253-01-00,18.0,월금,1,1,2,8,1+1
4675,5.59,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1805-01-00,YCH1605-01-00 STA1002-04-00,18.0,월금,1,1,2,5,1+2+2+1
4676,5.59,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1806-01-00,UCB1105-02-00 YCE1253-01-00,18.0,월금,1,1,2,8,1+1
4677,5.59,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1806-01-00,YCH1605-01-00 STA1002-04-00,18.0,월금,1,1,2,5,1+2+2+1
4678,5.59,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1806-01-00,YCH1605-01-00 STA1002-04-00,18.0,월금,1,1,2,5,1+2+2+1
4679,5.59,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1806-01-00,YCH1605-01-00 STA1002-04-00,18.0,월금,1,1,2,5,1+2+2+1
4680,5.59,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1806-01-00,YCH1605-01-00 STA1002-04-00,18.0,월금,1,1,2,5,1+2+2+1
4681,5.574,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1805-01-00,ECO1101-06-00 YCE1253-01-00,18.0,월금,1,1,3,4+5,1+1+1
4682,5.574,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1805-01-00,ECO1101-06-00 YCE1253-01-00,18.0,월금,1,1,3,4+5,1+1+1
4683,5.574,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1806-01-00,ECO1101-06-00 YCE1253-01-00,18.0,월금,1,1,3,4+5,1+1+1
4684,5.574,WCiv,YCA1006-02-00,QRM1001-01-00 UIC1551-01-00 UIC2151-13-00 UIC1806-01-00,ECO1101-06-00 YCE1253-01-00,18.0,월금,1,1,3,4+5,1+1+1
4685,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+1+1+2
4686,5.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4687,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4688,5.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4689,5.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4690,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4691,5.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4692,5.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4693,5.565,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-02-00,ECO1002-04-00 BIZ1101-09-00,18.0,월금,1,0,0,,1+2+1+1
4694,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4695,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+1+1+2
4696,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+1+1+2
4697,5.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4698,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1806-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4699,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+1+1+2
4700,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4701,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+1+1+2
4702,5.565,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-02-00,ECO1002-04-00 BIZ1101-09-00,18.0,월금,1,0,0,,1+2+1+1
4703,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4704,5.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4705,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4706,5.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4707,5.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4708,5.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4709,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+1+1+2
4710,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+1+1+2
4711,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+1+1+2
4712,5.565,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1806-01-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
4713,5.565,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,YCK1998-03-00 BIZ1101-09-00,18.0,월금,1,0,1,4,1+2+1+1
