rank,score,deferred,chapel,requirements,electives,credits,free_days,early1,lunch_fail,late,runs,holes
1019,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,2,,2+1+2
1020,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,,2+2+1+2+2
1021,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,2,,2+1+2
1022,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,,2+2+1+2+2
1023,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,UCB1105-02-00 YCK1998-03-00,18.0,월금,1,0,1,,2+3+2
1024,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,,2+2+1+2+2
1025,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,2,,2+1+2
1026,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,2,,2+1+2
1027,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,2,,2+1+2
1028,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,,2+2+1+2+2
1029,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,2,,2+1+2
1030,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,,2+2+1+2+2
1031,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,,2+2+1+2+2
1032,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,2,,2+1+2
1033,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,,2+2+1+2+2
1034,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,2,,2+1+2
1035,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,2,,2+1+2
1036,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,UCD1101-01-00 BIZ1101-09-00,18.0,월금,1,0,2,,2+1+2
1037,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,,2+2+1+2+2
1038,11.315,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,YCK1998-03-00 STA1002-04-00,18.0,월금,1,0,1,,2+2+1+2+2
1039,11.299,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,2+1+2+1
1040,11.299,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,ECO1101-06-00 BIZ1101-09-00,18.0,월금,1,0,3,4,2+1+2+1
1041,11.19,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-02-00,ECO1002-04-00 BIZ1101-09-00,18.0,월금,1,0,0,,2+1+1
1042,11.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-02-00,YCK1998-03-00 STP2004-01-00,18.0,월금,0,0,1,4,1+1+2
1043,11.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-02-00,YCK1998-03-00 STP2004-01-00,18.0,월금,0,0,1,4,1+2+1
1044,11.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-02-00,YCK1998-03-00 STP2004-01-00,18.0,월금,0,0,1,4,1+1+2
1045,11.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-07-00 UIC1805-02-00,YCK1998-03-00 STP2004-01-00,18.0,월금,0,0,1,4,1+2+1
1046,11.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-02-00,YCK1998-03-00 STP2004-01-00,18.0,월금,0,0,1,4,1+2+1
1047,11.19,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-06-00 UIC1805-02-00,YCK1998-03-00 STP2004-01-00,18.0,월금,0,0,1,4,1+2+1
