rank,score,deferred,chapel,requirements,electives,elective_items,credits,free_days,early1,lunch_fail,late,runs,holes
128,34.015,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+1+1+2+2
129,34.015,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+1+1+2+2
130,34.015,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+2+2+1+1
131,34.015,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+1+1+2+2
132,33.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+2+2+1+1
133,33.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+2+2+1+1
134,33.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+2+2+1+1
135,33.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+2+2+1+1
136,33.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+2+2+1+1
137,33.94,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+2+2+1+1
138,33.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+2+2+1+1
139,33.94,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+2+2+1+1
140,33.699,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC2151-12-00,QRM2002-01-00 STA2102-05-00,ME ME,18.0,월화,2,0,0,4,1+1
141,33.432,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-05-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+4+5,1+1
142,33.432,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+4+5,1+1
143,33.432,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+4+5,1+1
144,33.432,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+4+5,1+1
145,33.432,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+4+5,1+1
146,33.232,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC1751-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월화,0,1,2,6+4,1+2
147,32.84,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,1,0,3,4,2+3+2+1
148,32.84,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,1,0,3,4,2+3+2+1
149,32.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,2+1+2+2
150,32.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,2+1+2+2
151,32.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,2+1+2+2
152,32.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,2+1+2+2
153,32.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,2+1+2+2
154,32.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,2+1+2+2
155,32.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,2+1+2+2
156,32.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,2+1+2+2
157,32.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,2+1+2+2
158,32.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,2+1+2+2
159,32.74,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00,ME,18.0,월금,2,1,1,6,1+1+3
160,32.74,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00,ME,18.0,월금,2,1,1,6,1+1+3
161,32.74,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00,ME,18.0,월금,2,1,1,6,1+1+3
162,32.74,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00,ME,18.0,월금,2,1,1,6,1+1+3
163,32.365,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,1+1
164,32.365,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,1+1
165,32.365,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,1+1
166,32.365,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,1+1
167,32.365,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,1+1
168,32.365,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,1+1
169,32.365,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,1+1
170,32.365,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,1+1
171,32.365,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-09-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,1+1
172,32.365,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-08-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6,1+1
173,32.19,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,0,1,3,6+7,2
174,32.19,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,0,1,3,6+7,2
175,32.19,MR,YCA1006-02-00,UIC1561-01-00 UIC1401-02-00 UIC2151-14-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,0,1,3,6+7,2
176,32.19,MR,YCA1006-02-00,UIC1561-01-00 UIC1251-02-00 UIC2151-14-00 UIC1805-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,0,1,3,6+7,2
177,32.14,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+2+2+2+1
178,32.14,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+2+2+2+1
179,31.865,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,1,1,6,1+1+2
180,31.865,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,1,1,6,1+1+2
181,31.865,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,1,1,6,1+1+2
182,31.865,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,1,1,6,1+1+2
183,31.782,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-12-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,0,4+6+4,2
184,31.715,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,1,0,3,4+4,1+1+3+2
185,31.715,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,월금,1,0,3,4+4,1+1+3+2
186,31.64,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
187,31.64,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
188,31.64,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
189,31.64,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
190,31.64,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
191,31.64,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
192,31.64,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
193,31.64,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
194,31.64,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
195,31.64,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
196,31.64,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
197,31.64,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
198,31.64,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
199,31.64,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
200,31.64,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
201,31.64,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
202,31.64,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
203,31.64,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
204,31.64,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
205,31.64,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,2,6,1+2+2+1
206,31.565,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,4,1+2+2+1
207,31.565,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,4,1+2+2+1
208,31.565,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,4,1+2+2+1
209,31.565,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,4,1+2+2+1
210,31.565,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,4,1+2+2+1
211,31.565,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,4,1+2+2+1
212,31.565,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,4,1+2+2+1
213,31.565,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,0,4,1+2+2+1
214,31.557,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 YCE1253-01-00,ME FREE,18.0,월금,1,0,1,4,1+2+1
215,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
216,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
217,31.515,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
218,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+1+2+3
219,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
220,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
221,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+1+2+3
222,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
223,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+1+2+3
224,31.515,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
225,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
226,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+1+2+3
227,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
228,31.515,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
229,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+1+2+3
230,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+1+2+3
231,31.515,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
232,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+1+2+3
233,31.515,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
234,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+1+2+3
235,31.515,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
236,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
237,31.515,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
238,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
239,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+1+2+3
240,31.515,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
241,31.515,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
242,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
243,31.515,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1805-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+1+2+3
244,31.515,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월금,1,0,3,6,1+3+2+1
245,31.44,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+3+2+1
246,31.44,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+3+2+1
247,31.44,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+3+2+1
248,31.44,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+3+2+1
249,31.44,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+3+2+1
250,31.44,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+3+2+1
251,31.44,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+3+2+1
252,31.44,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,2,0,1,4,1+3+2+1
253,31.407,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,QRM2004-01-00 QRM2001-01-00,ME ME,18.0,월금,2,1,1,6,1+1+3
254,30.857,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-14-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6+5,1
255,30.857,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6+5,1
256,30.857,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,1,1,1,4+6+5,1
