rank,score,deferred,chapel,requirements,electives,elective_items,credits,free_days,early1,lunch_fail,late,runs,holes
2693,12.89,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,0,4,1+2+1
2694,12.89,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-07-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,0,4,1+2+1
2695,12.89,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-07-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,0,4,1+2+1
2696,12.89,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-06-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,0,4,1+2+1
2697,12.89,MR,YCA1006-01-00,UIC1561-01-00 ASP2022-01-00 UIC2151-07-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,0,4,1+2+1
2698,12.89,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,STA2102-05-00 ECO1002-05-00,ME FREE,18.0,월금,1,0,1,4+4,1+1+2
2699,12.89,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-05-00 UIC1806-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,0,4,1+2+1
2700,12.865,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,ECO1101-05-00 STA2102-05-00,ECO1101 ME,18.0,월금,2,1,1,4+6,5+2+1
2701,12.865,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,ECO1101-05-00 STA2102-05-00,ECO1101 ME,18.0,월금,2,1,1,4+6,5+2+1
2702,12.865,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-01-00,ECO1101-05-00 STA2102-05-00,ECO1101 ME,18.0,월금,2,1,1,4+6,5+2+1
2703,12.865,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-04-00 UIC2151-12-00 UIC1806-01-00,ECO1101-05-00 STA2102-05-00,ECO1101 ME,18.0,월금,2,1,1,4+6,5+2+1
2704,12.858,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-14-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,금,0,1,3,8,4+1+2
2705,12.858,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-10-00 UIC1806-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2706,12.858,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-10-00 UIC1806-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2707,12.858,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC1805-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2708,12.858,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-05-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2709,12.858,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-04-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2710,12.858,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-10-00 UIC1805-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2711,12.858,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-04-00 UIC1805-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2712,12.858,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-10-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2713,12.858,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC1805-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2714,12.858,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC1806-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2715,12.858,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-10-00 UIC1805-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2716,12.858,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC1805-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2717,12.858,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-14-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,금,0,1,3,8,4+1+2
2718,12.858,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-04-00 UIC1805-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2719,12.858,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-05-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2720,12.858,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-04-00 UIC1806-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2721,12.858,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC1806-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2722,12.858,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC1805-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2723,12.858,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-04-00 UIC1806-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2724,12.858,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC1806-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2725,12.858,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC1806-01-00,ECO1101-06-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,2,4+5,2+1+2+2
2726,12.857,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,QRM2004-01-00 UCB1105-02-00,ME FREE,18.0,월금,1,0,1,4+6,1+3
2727,12.857,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,QRM2004-01-00 YCI1998-02-00,ME FREE,18.0,월금,1,0,1,6+4,1+3
2728,12.849,-,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1101-06-00,ECO1101,18.0,월금,2,1,2,4+6,1+3+3+2
2729,12.849,-,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1101-06-00,ECO1101,18.0,월금,2,1,2,4+6,1+3+3+2
2730,12.849,-,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1806-01-00,ECO1101-06-00,ECO1101,18.0,월금,2,1,2,4+6,1+3+3+2
2731,12.849,-,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-12-00 UIC1805-01-00,ECO1101-06-00,ECO1101,18.0,월금,2,1,2,4+6,1+3+3+2
2732,12.84,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,ECO1101-06-00 YCK1998-03-00,ECO1101 FREE,18.0,월금,1,0,3,4,3+1+1
2733,12.833,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-01-00 UIC2151-11-00 UIC1805-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,1,4+4+5,1+1+1
2734,12.833,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-01-00 UIC2151-11-00 UIC1805-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,1,4+4+5,1+1+1
2735,12.833,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-01-00 UIC2151-11-00 UIC1806-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,1,4+4+5,1+1+1
2736,12.833,WCiv,YCA1006-01-00,QRM1001-01-00 UIC1551-01-00 UIC2151-11-00 UIC1806-01-00,ECO1101-05-00 QRM2004-01-00,ECO1101 ME,18.0,금,1,1,1,4+4+5,1+1+1
2737,12.808,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2738,12.808,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2739,12.808,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2740,12.808,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2741,12.808,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2742,12.808,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2743,12.808,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2744,12.808,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2745,12.808,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2746,12.808,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2747,12.808,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2748,12.808,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2749,12.808,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2750,12.808,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2751,12.808,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2752,12.808,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,금,1,1,1,6,1+3+1+1
2753,12.79,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-08-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,4+6+6,1
2754,12.79,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-05-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,4+6+6,1
2755,12.79,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-09-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,4+6+6,1
2756,12.79,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-09-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,4+6+6,1
2757,12.79,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-08-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,4+6+6,1
2758,12.79,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-05-00 UIC1805-02-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,4+6+6,1
2759,12.79,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-09-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,4+6+6,1
2760,12.79,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-09-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,4+6+6,1
2761,12.79,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-08-00 UIC1805-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,4+6+6,1
2762,12.79,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC2151-08-00 UIC1806-01-00,ECO1104-06-00 STA2102-05-00,ME ME,18.0,월금,1,2,0,4+6+6,1
2763,12.767,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC2151-12-00,QRM2004-01-00 QRM2002-01-00,ME ME,18.0,월,2,0,0,,1+1+1
2764,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,STA2102-04-00 YCH1605-01-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2765,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2766,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2767,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
2768,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2769,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
2770,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
2771,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2772,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2773,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 UIC1805-02-00,STA2102-04-00 YCH1605-01-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2774,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2775,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2776,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
2777,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2778,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
2779,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
2780,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2781,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2782,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2783,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,STA2102-04-00 YCH1605-01-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
2784,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-06-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2785,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
2786,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2787,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2788,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-08-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
2789,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 UIC1806-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2790,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-05-00 UIC1805-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
2791,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 UIC1805-02-00,STA2102-04-00 YCH1605-01-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
2792,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2793,12.765,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2794,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2795,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2796,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-09-00 UIC1805-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+1+3
2797,12.765,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-07-00 UIC1806-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,0,1,4,1+3+1
2798,12.758,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-03-00 UIC2151-12-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,2,0,0,4,1+2+1
2799,12.758,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-03-00 UIC2151-12-00 UIC1805-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,2,0,0,4,1+2+1
2800,12.758,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-03-00 UIC2151-12-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,2,0,0,4,1+2+1
2801,12.758,MR,YCA1006-01-00,UIC1561-01-00 UIC1501-03-00 UIC2151-12-00 UIC1806-01-00,STA2102-04-00 QRM2004-01-00,ME ME,18.0,금,2,0,0,4,1+2+1
2802,12.75,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC1751-01-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,2,6,2+2+2
2803,12.75,MR,YCA1006-02-00,UIC1561-01-00 ASP2022-01-00 UIC1751-01-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,월,0,0,2,6,2+2+2
2804,12.75,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-10-00,QRM2004-01-00 YCK1998-03-00,ME FREE,18.0,금,0,0,1,4,2+1+1+2
2805,12.75,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-10-00,QRM2004-01-00 YCK1998-03-00,ME FREE,18.0,금,0,0,1,4,2+1+2+1
2806,12.75,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-04-00,QRM2004-01-00 YCK1998-03-00,ME FREE,18.0,금,0,0,1,4,2+1+2+1
2807,12.75,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-04-00,QRM2004-01-00 YCK1998-03-00,ME FREE,18.0,금,0,0,1,4,2+1+1+2
2808,12.736,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,QRM2004-01-00 ANT2105-01-00,ME FREE,18.0,월금,1,0,2,4+4,1+3+1
2809,12.736,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00,QRM2004-01-00 ANT2105-01-00,ME FREE,18.0,월금,1,0,2,4+4,1+1+3
2810,12.733,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,금,0,1,3,8,2+1+2+1
2811,12.733,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,금,0,1,3,8,2+1+2+1
2812,12.733,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,금,0,1,3,8,2+1+2+1
2813,12.733,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 UIC1806-02-00,ECO1101-06-00 STA2102-05-00,ECO1101 ME,18.0,금,0,1,3,8,2+1+2+1
2814,12.708,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-11-00 UIC1806-02-00,ECO1101-06-00 QRM2001-01-00,ECO1101 ME,18.0,금,1,0,3,6,1+2+2+1+1
2815,12.708,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-01-00 UIC2151-11-00 UIC1806-02-00,ECO1101-06-00 QRM2001-01-00,ECO1101 ME,18.0,금,1,0,3,6,1+2+2+1+1
2816,12.708,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-11-00 UIC1806-02-00,ECO1101-06-00 QRM2001-01-00,ECO1101 ME,18.0,금,1,0,3,6,1+2+2+1+1
2817,12.708,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-11-00 UIC1805-02-00,ECO1101-06-00 QRM2001-01-00,ECO1101 ME,18.0,금,1,0,3,6,1+1+1+2+2
2818,12.708,MR,YCA1006-01-00,UIC1561-01-00 UIC1551-01-00 UIC2151-11-00 UIC1806-02-00,ECO1101-06-00 QRM2001-01-00,ECO1101 ME,18.0,금,1,0,3,6,1+2+2+1+1
2819,12.708,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-04-00 UIC2151-11-00 UIC1805-02-00,ECO1101-06-00 QRM2001-01-00,ECO1101 ME,18.0,금,1,0,3,6,1+1+1+2+2
2820,12.658,MR,YCA1006-02-00,UIC1561-01-00 UIC1551-03-00 UIC2151-12-00 UIC1805-02-00,ECO1101-06-00 STA2102-04-00,ECO1101 ME,18.0,금,1,0,2,4+4,2+1+2+2
