rank,score,deferred,chapel,requirements,electives,elective_items,credits,free_days,early1,lunch_fail,dinner_fail,late,runs,holes
5263,120.435,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC1805-01-00,QRM2004-01-00 CTM1001-02-00,ME FREE,18.0,월금,1,2,0,0,5+6,1+1
5264,120.435,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-05-00,STA2102-05-00 MAT1011-02-00,ME FREE,18.0,월금,1,1,0,1,5,1+2+1
5265,120.428,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1451-03-00,STA2102-05-00 CTM1002-02-00,ME FREE,18.0,금,0,0,0,1,6,2+1+1
5266,120.428,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1451-03-00,STA2102-05-00 UCB1105-02-00,ME FREE,18.0,금,0,0,0,1,6,2+3+1
5267,120.428,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-11-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,금,0,0,0,2,4+6,1+1
5268,120.428,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-11-00,QRM2004-01-00 YCJ1305-01-00,ME FREE,18.0,금,0,0,0,2,4+6,1+1
5269,120.428,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-11-00,QRM2004-01-00 YCI1901-01-00,ME FREE,18.0,금,0,0,0,2,4+6,1+1
5270,120.428,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-14-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,금,0,0,0,2,4+6,1+1
5271,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC1751-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,,0,0,0,0,,2+1
5272,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-10-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5273,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-10-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5274,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-10-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,,0,0,0,0,,2+1
5275,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-10-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5276,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-04-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5277,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-04-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,,0,0,0,0,,2+1
5278,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-04-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5279,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-04-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5280,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-04-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5281,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-10-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5282,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-04-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,,0,0,0,0,,2+1
5283,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC1751-01-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5284,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC1751-01-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,,0,0,0,0,,2+1
5285,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC1751-01-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5286,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC1751-01-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5287,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-04-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5288,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC1751-01-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5289,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC1751-01-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5290,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-10-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,,0,0,0,0,,2+1
5291,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-10-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5292,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC1751-01-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5293,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-04-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5294,120.42,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-10-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,,0,0,0,0,,2+1
5295,120.399,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1351-04-00,QRM2004-01-00 QRM2002-01-00,ME ME,18.0,월,1,0,0,1,4,1+1+1+1
5296,120.399,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 YCF1351-04-00,QRM2004-01-00 QRM2002-01-00,ME ME,18.0,월,1,0,0,1,4,1+1+1+1
5297,120.399,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 YCF1603-04-00,QRM2004-01-00 QRM2002-01-00,ME ME,18.0,월,1,0,0,1,4,1+1+1+1
5298,120.389,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 ANT2105-01-00,ME FREE,18.0,월금,1,1,0,2,5+5,4
5299,120.389,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1806-01-00,STA2102-05-00 ANT2105-01-00,ME FREE,18.0,월금,1,1,0,2,5+5,4
5300,120.389,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 ANT2105-01-00,ME FREE,18.0,월금,1,1,0,2,5+5,4
5301,120.389,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 UIC1805-01-00,STA2102-05-00 ANT2105-01-00,ME FREE,18.0,월금,1,1,0,2,5+5,4
5302,120.385,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1806-01-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,2,1,0,0,5,4+2
5303,120.385,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1601-02-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월금,2,1,0,0,5,2
5304,120.385,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1805-01-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,2,1,0,0,5,4+2
5305,120.385,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1806-01-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,2,1,0,0,5,4+2
5306,120.385,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 UIC1805-01-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월금,2,1,0,0,5,4+2
5307,120.385,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1601-02-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,월금,2,1,0,0,5,2
5308,120.385,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-12-00 YCF1601-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,2,1,0,0,5,2
5309,120.36,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-05-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,월금,1,1,0,1,6,5
5310,120.36,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-05-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월금,1,1,0,1,6,5
5311,120.36,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-05-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,1,0,1,6,5
5312,120.314,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1806-01-00,STA2102-05-00 CDM2012-01-00,ME FREE,18.0,월금,1,1,0,2,4+5,1+3+1
5313,120.314,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1805-01-00,STA2102-05-00 CDM2012-01-00,ME FREE,18.0,월금,1,1,0,2,4+5,1+3+1
5314,120.314,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1806-01-00,STA2102-05-00 CDM2012-01-00,ME FREE,18.0,월금,1,1,0,2,4+5,1+3+1
5315,120.314,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1805-01-00,STA2102-05-00 CDM2012-01-00,ME FREE,18.0,월금,1,1,0,2,4+5,1+3+1
5316,120.295,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1351-03-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월,0,0,0,1,,3+2+1
5317,120.295,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1351-03-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,월,0,0,0,1,,3+2+1
5318,120.295,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1351-04-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월,0,0,0,1,,1+2+1
5319,120.295,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1351-03-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월,0,0,0,1,,3+2+1
5320,120.295,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC1751-01-00,STA2102-05-00 YCJ1305-01-00,ME FREE,18.0,월,0,1,0,1,4,1+1
5321,120.295,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC2151-12-00,STA2102-05-00 YCI1998-02-00,ME FREE,18.0,월,1,0,0,0,,3+1
5322,120.295,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC1751-01-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월,0,1,0,1,4,1+1
5323,120.295,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC2151-12-00,STA2102-05-00 YCH1605-01-00,ME FREE,18.0,월,1,0,0,0,,1+1
5324,120.295,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC2151-12-00,STA2102-05-00 CTM1002-02-00,ME FREE,18.0,월,1,0,0,0,,1+1
5325,120.282,SciRD,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1451-03-00,ECO1103-02-00 STA2102-05-00,ME ME,18.0,금,1,0,0,1,4,2+1+1
5326,120.274,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1351-04-00,QRM2002-01-00 STA2102-05-00,ME ME,18.0,월,1,0,0,1,,4+1
5327,120.274,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1751-01-00,STA2102-05-00 QRM2102-01-00,ME ME,18.0,월,0,1,0,1,5,2+1
5328,120.26,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1601-02-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,1,1,0,2,5,4+1
5329,120.26,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1601-02-00,STA2102-05-00 YCI1901-01-00,ME FREE,18.0,월금,1,1,0,2,5,4+1
5330,120.26,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,STA2102-05-00 ECO1002-04-00,ME FREE,18.0,월금,1,1,0,1,5,4+2+1
5331,120.253,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-12-00,STA2102-05-00 IID2103-01-00,ME FREE,18.0,금,1,0,0,0,4,2+2+1
5332,120.253,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-12-00,STA2102-05-00 IID2103-01-00,ME FREE,18.0,금,1,0,0,0,4,2+2+1
5333,120.241,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1805-01-00,STA2102-05-00,ME,18.0,금,1,1,0,0,6,2+4+1
5334,120.241,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1806-01-00,STA2102-05-00,ME,18.0,금,1,1,0,0,6,2+4+1
5335,120.241,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1805-01-00,STA2102-05-00,ME,18.0,금,1,1,0,0,6,2+4+1
5336,120.241,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1806-01-00,STA2102-05-00,ME,18.0,금,1,1,0,0,6,2+4+1
5337,120.241,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1805-01-00,STA2102-05-00,ME,18.0,금,1,1,0,0,6,2+4+1
5338,120.241,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-10-00 UIC1806-01-00,STA2102-05-00,ME,18.0,금,1,1,0,0,6,2+4+1
5339,120.241,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1806-01-00,STA2102-05-00,ME,18.0,금,1,1,0,0,6,2+4+1
5340,120.241,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-04-00 UIC1805-01-00,STA2102-05-00,ME,18.0,금,1,1,0,0,6,2+4+1
5341,120.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC1806-01-00,QRM2004-01-00 BIZ1101-09-00,ME FREE,18.0,월금,1,2,0,1,4+6,1+1
5342,120.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC1805-01-00,QRM2004-01-00 BIZ1101-09-00,ME FREE,18.0,월금,1,2,0,1,4+6,1+1
5343,120.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC1805-01-00,QRM2004-01-00 BIZ1101-09-00,ME FREE,18.0,월금,1,2,0,1,4+6,1+1
5344,120.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 YCF1601-02-00,STA2102-05-00 YCG1853-01-00,ME FREE,18.0,월금,1,1,0,0,6,1+3
5345,120.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 YCF1601-02-00,STA2102-05-00 YCK1998-03-00,ME FREE,18.0,월금,1,1,0,0,6,1+3
5346,120.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 YCF1301-07-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,월금,2,0,0,1,6,3+1
5347,120.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC1806-01-00,QRM2004-01-00 BIZ1101-09-00,ME FREE,18.0,월금,1,2,0,1,4+6,1+1
5348,120.235,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 YCF1601-02-00,STA2102-05-00 YCG1804-01-00,ME FREE,18.0,월금,1,1,0,0,6,1+3
5349,120.227,Lang,-,QRM1001-01-00 UIC1561-01-00 UIC1401-03-00 UIC2151-12-00,STA2102-05-00 ECO1002-04-00,ME FREE,18.0,월화,1,1,0,0,5,1
5350,120.21,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1806-01-00,STA2102-05-00 CTM1001-02-00,ME FREE,18.0,월금,1,2,0,1,5+5,1+3+1
5351,120.21,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1805-01-00,STA2102-05-00 CTM1001-02-00,ME FREE,18.0,월금,1,2,0,1,5+5,1+3+1
5352,120.21,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1805-01-00,STA2102-05-00 CTM1001-02-00,ME FREE,18.0,월금,1,2,0,1,5+5,1+3+1
5353,120.21,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC1806-01-00,STA2102-05-00 CTM1001-02-00,ME FREE,18.0,월금,1,2,0,1,5+5,1+3+1
5354,120.203,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00,QRM2004-01-00 YCB1101-31-00,ME FREE,18.0,금,1,1,0,1,5,1+1+1
5355,120.182,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-04-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,금,1,1,0,1,5,2+4+1+1
5356,120.182,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-10-00,STA2102-05-00 QRM2001-01-00,ME ME,18.0,금,1,1,0,1,5,2+4+1+1
5357,120.173,-,-,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-12-00 YCF1301-07-00,QRM2004-01-00,ME,18.0,월금,3,0,0,1,4,1+3+1+1
5358,120.173,-,-,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-12-00 YCF1301-07-00,QRM2004-01-00,ME,18.0,월금,3,0,0,1,4,1+1+3+1
5359,120.17,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1351-02-00 UIC2151-14-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월,0,0,0,3,,3+2+1+1
5360,120.17,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-01-00 UIC2151-14-00,STA2102-05-00 SED2104-01-00,ME FREE,18.0,월,0,0,0,3,,3+2+1+1
5361,120.166,-,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-04-00 YCF1603-04-00,QRM2004-01-00,ME,18.0,금,0,1,0,2,7+6,2+2
5362,120.166,-,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-10-00 YCF1603-04-00,QRM2004-01-00,ME,18.0,금,0,1,0,2,7+6,2+2
5363,120.16,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 UIC2151-12-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,월금,1,1,0,1,6+6,3
5364,120.149,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-04-00,QRM2004-01-00 QRM2102-01-00,ME ME,18.0,,0,0,0,1,4,2+1+1+2
5365,120.149,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-10-00,QRM2004-01-00 QRM2102-01-00,ME ME,18.0,,0,0,0,1,4,2+1+1+2
5366,120.149,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-10-00,QRM2004-01-00 QRM2102-01-00,ME ME,18.0,,0,0,0,1,4,2+1+2+1
5367,120.149,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-04-00,QRM2004-01-00 QRM2102-01-00,ME ME,18.0,,0,0,0,1,4,2+1+2+1
5368,120.135,SciRD,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1601-02-00,QRM2004-01-00 STA1002-04-00,ME FREE,18.0,월금,1,1,0,1,4+5,1+2+1
5369,120.135,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 UIC2151-05-00,STA2102-05-00 UCB1105-02-00,ME FREE,18.0,월금,1,1,0,1,8,1+3
5370,120.135,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-12-00,STA2102-05-00 STA1002-04-00,ME FREE,18.0,월금,2,1,0,0,4+5,1+1
5371,120.132,LHP,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1451-03-00,STA2102-05-00 ANT2105-01-00,ME FREE,18.0,금,0,0,0,2,5,2+3+1
5372,120.128,LHP,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC2151-14-00 YCF1451-03-00,STA2102-05-00 UBC2005-01-00,ME FREE,18.0,금,0,0,0,1,,2+2+1+1
5373,120.128,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-12-00,STA2102-05-00 CTM1004-02-00,ME FREE,18.0,금,1,0,0,1,4,2+3+1
5374,120.128,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-14-00,STA2102-05-00 ATM2112-01-00,ME FREE,18.0,금,1,0,0,1,4,2+3+1
5375,120.128,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-12-00,STA2102-05-00 YCJ1305-01-00,ME FREE,18.0,금,1,0,0,1,4,2+1+1
5376,120.128,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-12-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,금,1,0,0,1,4,2+1+1
5377,120.128,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-12-00,STA2102-05-00 UCD1101-01-00,ME FREE,18.0,금,1,0,0,1,4,2+1+1
5378,120.128,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-12-00,QRM2004-01-00 YCJ1305-01-00,ME FREE,18.0,금,1,0,0,1,4,1+2+1
5379,120.128,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-12-00,STA2102-05-00 YCJ1305-01-00,ME FREE,18.0,금,1,0,0,1,4,2+1+1
5380,120.128,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-12-00,QRM2004-01-00 UCD1101-01-00,ME FREE,18.0,금,1,0,0,1,4,1+2+1
5381,120.128,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-14-00,STA2102-05-00 ATM2112-01-00,ME FREE,18.0,금,1,0,0,1,4,2+3+1
5382,120.128,Lang,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-12-00,STA2102-05-00 CTM1004-02-00,ME FREE,18.0,금,1,0,0,1,4,2+3+1
5383,120.128,Lang,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-03-00 UIC2151-12-00,QRM2004-01-00 YCI1901-01-00,ME FREE,18.0,금,1,0,0,1,4,1+1+2
5384,120.116,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-03-00 UIC2151-05-00 YCF1603-04-00,QRM2004-01-00,ME,18.0,금,1,1,0,1,6,2+1+1+2
5385,120.116,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-10-00 YCF1603-04-00,QRM2004-01-00,ME,18.0,금,1,1,0,1,6,2+1+1+2
5386,120.116,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-02-00 UIC2151-05-00 YCF1603-04-00,QRM2004-01-00,ME,18.0,금,1,1,0,1,6,2+1+1+2
5387,120.116,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-05-00 YCF1451-03-00,QRM2004-01-00,ME,18.0,금,1,1,0,1,6,2+1+1+2
5388,120.116,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1501-04-00 UIC2151-04-00 YCF1603-04-00,QRM2004-01-00,ME,18.0,금,1,1,0,1,6,2+1+1+2
5389,120.116,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-10-00 YCF1601-02-00,QRM2004-01-00,ME,18.0,금,1,1,0,1,6,2+1+1+2
5390,120.116,-,YCA1006-01-00,QRM1001-01-00 UIC1561-01-00 UIC1551-04-00 UIC2151-04-00 YCF1601-02-00,QRM2004-01-00,ME,18.0,금,1,1,0,1,6,2+1+1+2
5391,120.115,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 ASP2022-01-00 YCF1301-07-00,QRM2004-01-00 STA2102-05-00,ME ME,18.0,월금,2,1,0,0,8+4,1
5392,120.114,SciRD,YCA1006-02-00,QRM1001-01-00 UIC1561-01-00 UIC1551-01-00 YCF1301-07-00,STA2102-05-00 CDM2012-01-00,ME FREE,18.0,월금,2,0,0,2,4,3+1+1
